id,mood_avg,arousal_avg,screen_avg,call_avg,other_avg,valence_avg,sms_avg,builtin_avg,communication_avg,activity_avg,month,day,day_of_week
AS14.01,7.5,0.0,107.5577735855895,0.0,105.6684,1.0,0.0,15.747731707317074,50.65620833333333,0.0304789237989636,3,27,3
AS14.01,7.6,-0.8,121.43629213129532,1.0,12.097333333333331,0.8,0.0,11.508780701754386,55.263200000000005,0.0196753225383989,3,27,3
AS14.01,7.0,-0.25,77.1891372460945,0.0,8.0944,1.0,0.0,38.056928057553954,48.53981012658228,0.1027582485295044,3,28,4
AS14.01,7.8,-0.4,79.78786955709043,1.0,23.222875,0.75,0.0,7.160703389830508,34.140557692307695,0.1510514590407472,3,28,4
AS14.01,8.0,-0.4,81.24058637943567,1.0,7.405,1.0,1.0,9.380565,40.75328358208955,0.037065268147657,3,28,4
AS14.01,7.6,-0.2,120.70815200614928,0.0,6.4886,1.0,0.0,6.628633333333334,58.27880882352941,0.0773410192967756,3,28,4
AS14.01,8.0,-0.2,109.1471466763814,0.0,8.113800000000001,1.0,1.0,9.657141025641026,74.42255737704917,0.071740884895172,3,28,4
AS14.01,8.0,-0.5,92.01867186650632,0.0,7.105,1.0,0.0,18.50987368421053,52.838890625000005,0.1361918083770383,3,29,5
AS14.02,6.75,0.5,76.38924061086837,1.0,12.962375,0.5,0.0,9.313234848484848,47.55911578947369,0.1680684149503257,3,29,5
AS14.02,8.2,0.6,27.51506708162587,1.0,17.744400000000002,0.8,1.0,18.213433566433565,33.05110084033613,0.2194843842554375,3,29,5
AS14.02,6.8,0.4,49.59246666792669,1.0,17.589333333333332,0.4,1.0,11.430573529411763,32.87327848101266,0.3156317568506431,3,29,5
AS14.02,7.25,-0.5,34.3333385929348,1.0,10.857125,0.75,1.0,12.01335810810811,31.68192647058824,0.2390249602103473,3,30,6
AS14.02,7.5,-0.75,75.37737161565468,1.0,9.486,0.75,1.0,12.459793296089384,44.66321875,0.2896279249001074,3,30,6
AS14.02,6.5,-1.0,35.13686112452438,1.0,10.801,-0.5,1.0,9.019934579439251,21.79124705882353,0.4460436868329013,3,30,6
AS14.02,6.25,-1.0,32.11721277067848,1.0,15.46625,0.0,1.0,7.645350427350427,36.79798,0.2696971570335323,3,30,6
AS14.02,6.4,0.2,22.49308129636253,1.0,16.3616,-0.2,0.0,12.061752808988764,48.58356451612903,0.1561246625014999,3,31,0
AS14.02,7.75,-1.25,27.76879041923021,1.0,10.075,0.75,0.0,17.115432926829268,38.20206849315069,0.2305136548564537,3,31,0
AS14.02,7.2,-1.2,38.41537975208668,1.0,8.39,0.4,0.0,13.463131782945736,36.19784285714285,0.2939534624058421,3,31,0
AS14.02,7.25,0.0,33.02862642962358,1.0,60.987750000000005,0.5,0.0,18.736561983471077,32.934538461538466,0.2288490089221509,3,31,0
AS14.02,6.8,-0.6,26.46387332757314,1.0,12.5669,0.6,1.0,9.751064814814814,18.865560606060605,0.2615983280781395,3,31,0
AS14.02,7.25,-0.75,31.00875350455164,1.0,13.21025,0.25,0.0,108.85175,52.23143902439025,0.432469355060395,4,1,1
AS14.02,7.0,-1.0,34.84107963595769,1.0,7.548533333333334,0.75,1.0,8.049864583333333,32.67223529411765,0.2418873087939678,4,1,1
AS14.02,7.2,-0.8,29.11064633654385,1.0,13.6235,0.4,1.0,8.354218309859155,28.520942528735635,0.1563729236642765,4,1,1
AS14.02,7.4,-0.2,20.231521454325485,1.0,20.71255555555556,0.8,1.0,22.683040650406504,21.682131147540986,0.2619605321890544,4,1,1
AS14.02,6.4,-0.6,38.03219890462759,1.0,18.392,-0.2,0.0,13.930567375886524,31.982858695652173,0.3191205617996335,4,1,1
AS14.02,5.75,-0.25,36.44010695671652,1.0,11.2264,0.0,0.0,8.242201298701298,27.657161538461537,0.3225058399099886,4,2,2
AS14.02,6.4,-1.2,24.19450331681612,1.0,14.8852,0.2,0.0,10.48307476635514,33.44566666666667,0.2272703566089604,4,2,2
AS14.02,7.4,0.0,69.14246561666012,1.0,12.612125,0.6,1.0,10.872705555555555,25.380868131868134,0.3219197224805252,4,2,2
AS14.02,4.5,-1.0,41.47690907391636,1.0,7.502750000000001,-1.25,0.0,9.448934426229508,28.472604651162797,0.2152095201608524,4,2,2
AS14.02,6.8,0.0,40.55112737758904,1.0,17.691333333333333,0.6,0.0,15.288123711340209,59.701253968253965,0.1365237343960995,4,3,3
AS14.02,6.25,-0.25,25.02547238940843,1.0,13.4434,0.5,1.0,8.585347826086956,25.176166666666667,0.2619510376215639,4,3,3
AS14.02,7.25,-0.5,35.76040994158441,1.0,12.2794,0.25,1.0,8.974981132075472,27.506646341463416,0.2472098480448902,4,3,3
AS14.02,7.25,0.25,47.54084241606973,1.0,28.2428,0.75,1.0,10.511709677419354,29.31437634408602,0.2607506038432931,4,3,3
AS14.02,6.5,-0.5,28.762524758235063,1.0,22.688,0.5,1.0,10.53191836734694,24.41451041666667,0.4244814273084369,4,3,3
AS14.02,6.0,-2.0,26.706708037940256,1.0,11.016,-1.0,1.0,14.613344,21.362915492957743,0.3783017333120427,4,4,4
AS14.02,7.2,-0.6,20.91222113141648,1.0,15.822399999999998,0.4,0.0,9.461351851851852,19.888813953488373,0.2898201182827999,4,4,4
AS14.02,8.0,0.75,28.88586459308863,1.0,7.060666666666666,1.0,1.0,10.12465,27.61328787878788,0.1870740501721279,4,4,4
AS14.03,7.8,0.8,36.7157916724682,1.0,14.869333333333332,1.0,1.0,12.686526315789472,13.099857142857145,0.1913883086450861,4,7,0
AS14.03,8.2,-0.2,43.14817949237987,1.0,15.7205625,1.2,1.0,12.962526315789477,31.31504166666667,0.1002466983942117,4,7,0
AS14.03,7.8,-0.6,49.98436799621583,1.0,40.52461904761905,1.4,0.0,13.178,36.227555555555554,0.090740222421567,4,7,0
AS14.03,7.8,-0.4,28.29188059870877,1.0,26.726,1.2,1.0,47.47704545454546,16.520227848101264,0.1327682855234919,4,8,1
AS14.03,8.25,0.5,31.6347380857619,1.0,10.382857142857144,1.0,0.0,5.649476190476191,14.713511363636364,0.0911532011403041,4,8,1
AS14.03,7.75,0.25,36.80485395099339,1.0,10.005333333333333,0.5,1.0,21.012,15.026806451612904,0.1031957536987308,4,8,1
AS14.03,8.0,-0.5,28.7649734357817,1.0,17.598285714285716,1.5,0.0,25.229636363636363,13.251816901408452,0.1046792879790665,4,8,1
AS14.03,8.6,-0.2,43.488288471331984,0.0,10.4425,1.6,1.0,9.655,7.6464,0.1633773377586506,4,8,1
AS14.03,8.4,-0.2,34.98744117044936,1.0,15.5045,1.0,0.0,3.21725,15.68747435897436,0.1646507152666788,4,9,2
AS14.03,7.4,0.4,76.40848780453692,1.0,7.0561428571428575,0.6,1.0,39.32684615384615,53.81323170731708,0.0836335845955086,4,9,2
AS14.03,7.6,0.4,36.42947726628997,1.0,12.702125,0.4,0.0,49.42390909090909,12.064372881355933,0.097414340146311,4,9,2
AS14.03,7.4,0.2,32.34846154543071,1.0,9.8842,0.6,0.0,32.85376923076923,13.024730158730158,0.0786881382869165,4,9,2
AS14.03,7.8,0.0,28.552419750778764,1.0,10.137444444444444,1.0,0.0,1399.0547142857142,11.232524590163932,0.0836364543999837,4,9,2
AS14.03,7.8,0.2,41.96680517939777,0.0,56.416875000000005,1.4,1.0,20.569766666666663,26.803033333333328,0.0871065604162596,4,10,3
AS14.03,7.6,1.2,40.55433683144415,1.0,10.143666666666666,1.0,0.0,9.742925925925928,16.573194029850747,0.1144279376296363,4,10,3
AS14.03,6.8,0.2,91.34165149385288,0.0,170.7655,0.8,0.0,3.6876666666666655,28.090115384615384,0.076772015485237,4,10,3
AS14.03,7.4,0.2,54.14672042733879,1.0,8.00911111111111,1.0,0.0,28.38147619047619,24.825625,0.1440639367890296,4,10,3
AS14.03,7.4,0.4,53.28442857095179,1.0,7.0913,1.2,1.0,45.97526315789474,11.582440677966105,0.1038308889653645,4,10,3
AS14.03,7.8,0.6,19.929460670171157,0.0,5.724615384615385,1.0,0.0,7.9476666666666675,10.912357142857145,0.0921222333052219,4,11,4
AS14.03,7.4,0.4,77.12374726756585,0.0,9.5092,1.0,1.0,51.8445,21.17832142857143,0.1080663991151945,4,11,4
AS14.03,7.6,0.2,55.37689999209514,0.0,29.507666666666665,1.0,0.0,17.0265,19.527563218390803,0.1201880832717655,4,11,4
AS14.03,7.666666666666667,0.3333333333333333,56.65495453097604,1.0,97.4979090909091,1.0,0.0,1145.7093529411763,15.309866666666666,0.1270373422712845,4,11,4
AS14.03,7.4,0.2,106.19935614768772,1.0,333.4851538461538,1.0,1.0,173.932625,54.34209090909091,0.0781375421662017,4,11,4
AS14.03,7.0,0.0,52.227740744013815,0.0,9.668,0.8,1.0,45.20195,70.02386274509804,0.0928962657178071,4,12,5
AS14.03,7.6,0.2,31.2187795132164,1.0,12.529375000000002,0.8,0.0,15.793478260869565,23.886191489361703,0.1195549985213912,4,12,5
AS14.03,8.0,0.8,52.299676472065485,1.0,11.692,1.0,0.0,8.42203448275862,23.456467741935484,0.114768169214947,4,12,5
AS14.03,7.25,0.25,32.30003871148632,1.0,7.595272727272728,0.75,1.0,50.45444444444444,17.50671794871795,0.1408592463523663,4,12,5
AS14.03,7.5,0.0,65.14309375484781,1.0,4.298363636363636,1.0,0.0,47.33994594594594,41.59010344827586,0.0738760828994091,4,13,6
AS14.03,7.8,0.6,30.03995833794275,1.0,10.6988,0.8,1.0,8.401714285714286,36.09965625,0.208229777089402,4,13,6
AS14.03,7.5,0.25,33.54929807094427,1.0,9.8222,1.0,1.0,18.136,16.566433333333332,0.1468526372239469,4,13,6
AS14.03,7.4,0.2,150.4984500110151,1.0,186.8107777777778,1.0,0.0,144.61200000000002,26.904,0.0208458050307714,4,13,6
AS14.03,7.6,0.4,37.1637340454345,0.0,7.3491,0.8,0.0,6.636526315789474,29.137129032258063,0.092855614460823,4,14,0
AS14.03,7.0,0.6,39.92923364238205,0.0,9.7545,0.8,1.0,9.6916,18.96874358974359,0.1203897193369119,4,14,0
AS14.03,7.4,-0.2,49.93473469724461,0.0,17.668222222222223,1.0,0.0,9.639583333333333,42.01702985074627,0.1060010922360682,4,14,0
AS14.03,7.5,-1.0,106.50705882147244,0.0,11.5248,1.0,0.0,8.424800000000001,89.12332584269663,0.1061676182204839,4,14,0
AS14.03,7.5,-0.25,53.67775383729201,1.0,6.003066666666667,1.0,1.0,26.07594117647059,45.11092307692308,0.2691422503343845,4,14,0
AS14.03,7.6,-1.4,66.9738860643363,0.0,121.71419999999998,1.0,0.0,4.47,22.467256410256407,0.0655520717588992,4,15,1
AS14.03,7.0,-1.4,31.45065420587486,1.0,7.953333333333333,1.0,0.0,7.3880625,33.55517647058824,0.0826284903411332,4,15,1
AS14.03,7.2,-0.6,32.19223683131369,0.0,8.331125,1.0,0.0,10.3895,19.48492391304348,0.1186958482249048,4,15,1
AS14.03,7.0,-1.2,50.592259248097726,0.0,12.17242857142857,1.0,0.0,19.1088,27.407279411764705,0.0896922408290304,4,15,1
AS14.03,7.2,-0.8,45.67024390290423,1.0,8.0127,1.0,0.0,114.0235625,20.829346153846156,0.1363888345921595,4,15,1
AS14.03,7.6,-1.2,76.22039080762315,1.0,50.99842857142857,1.4,1.0,7.229342105263159,21.61423529411765,0.1343769226947676,4,16,2
AS14.03,7.75,-0.4,72.86568627637978,1.0,6.015666666666666,1.0,0.0,45.873250000000006,16.50192857142857,0.1389189314363011,4,16,2
AS14.03,7.4,-1.2,64.8550851142153,1.0,7.552,0.8,0.0,5.3756,7.685840000000001,0.0661624066483447,4,16,2
AS14.03,7.25,-1.0,27.572118641966497,1.0,22.659,1.0,1.0,4.4515714285714285,14.125940298507462,0.1011820050553937,4,16,2
AS14.03,7.666666666666667,-0.6666666666666666,39.90363636883822,0.0,23.631727272727275,1.0,0.0,55.36007692307692,17.463565789473684,0.0944503564382072,4,16,2
AS14.05,6.0,-0.4,61.019826101220175,0.0,7.4136,0.4,1.0,44.18931578947368,31.123315789473683,0.083370520962047,4,17,3
AS14.05,7.5,0.25,95.693680009842,1.0,11.222333333333331,1.0,0.0,12.811333333333334,73.52534999999999,0.1131959061579209,4,17,3
AS14.05,6.75,1.0,72.56916668017703,0.0,15.299625,0.75,0.0,16.843357142857144,55.39411538461538,0.1336912649265363,4,18,4
AS14.05,7.2,1.0,73.679787866997,0.0,12.092,0.8,1.0,12.2208,73.55513114754099,0.1184567993861231,4,18,4
AS14.05,7.25,0.0,34.45817044919189,1.0,10.7696,1.0,1.0,17.121478260869566,31.491375,0.0501977228988561,4,18,4
AS14.05,3.75,-2.0,36.860816318161646,0.0,10.73190909090909,-1.0,0.0,6.5205,37.881689655172416,0.0185609923352061,4,18,4
AS14.05,4.4,-1.4,84.93225532389702,1.0,11.409625,-1.0,1.0,33.683,56.47937254901961,0.085242897248086,4,18,4
AS14.05,3.75,-2.0,160.26711541872757,0.0,24.814,-1.0,1.0,159.69785714285717,96.12292105263155,0.0065358720727085,4,19,5
AS14.05,5.333333333333333,-1.0,100.24361053767952,0.0,28.189666666666668,0.3333333333333333,1.0,28.8965,76.04498717948718,0.0409668880042286,4,19,5
AS14.05,5.5,-0.5,110.68868830606542,0.0,11.712875,0.25,1.0,29.486,100.67866666666666,0.0392365091937256,4,19,5
AS14.05,5.8,-0.6,117.3283958509564,1.0,17.892666666666667,0.2,1.0,26.993826086956524,88.31467676767677,0.0771758602536093,4,19,5
AS14.05,6.2,0.0,73.94276923399705,1.0,13.96525,0.6,0.0,22.05928571428572,51.61198630136987,0.0453245831682896,4,19,5
AS14.05,6.4,-0.4,29.841892861184625,1.0,11.423875,1.0,1.0,18.9404,24.38123076923077,0.1044231818505304,4,20,6
AS14.05,6.2,-0.8,54.372171044349656,1.0,25.2834,0.8,0.0,11.425411764705885,40.95722784810127,0.0749195096161263,4,20,6
AS14.05,6.8,-0.4,20.28953967018732,1.0,10.17,1.0,0.0,10.034272727272729,19.3918,0.0553413217689974,4,20,6
AS14.05,7.0,0.0,53.35948275149556,0.0,11.4465,1.0,0.0,11.209878048780489,60.84993478260869,0.0781259856149499,4,20,6
AS14.05,7.0,-0.2,42.56383543074887,0.0,10.247181818181817,1.0,0.0,17.660454545454545,32.36274074074074,0.0731261412742346,4,21,0
AS14.05,7.2,-1.0,68.54404476151532,0.0,9.621,0.8,0.0,64.3240909090909,44.512897058823526,0.052751485335188,4,21,0
AS14.05,7.0,-0.8,82.34409910494149,1.0,35.108,1.0,0.0,49.43153125,55.317898305084746,0.0414565235748597,4,21,0
AS14.05,7.5,0.0,27.65614445474413,1.0,26.968823529411765,1.0,0.0,14.69178947368421,20.041257575757577,0.0692884641440739,4,21,0
AS14.05,6.8,-0.4,55.42058441855693,1.0,7.321444444444444,1.0,0.0,12.744277777777777,53.797298507462685,0.0773626381532749,4,21,0
AS14.05,6.75,-0.25,48.09979807413544,1.0,8.65788888888889,0.75,0.0,26.17127777777777,36.21652252252253,0.0668586944189719,4,22,1
AS14.05,6.75,0.25,25.699164963260134,1.0,46.62642857142857,0.0,0.0,11.819,30.05442857142857,0.0851247802588242,4,22,1
AS14.05,7.0,0.25,63.7706935367277,1.0,11.102769230769232,0.75,0.0,13.476378378378378,80.8908051948052,0.1536189527904702,4,22,1
AS14.05,7.2,0.8,67.38556000232698,1.0,210.68422222222225,1.0,0.0,40.81008333333333,47.835181818181816,0.0133471201432325,4,22,1
AS14.05,7.0,0.2,69.11880001180316,0.0,7.768307692307692,0.6,0.0,28.94417142857143,71.3641791044776,0.0946152502759936,4,22,1
AS14.05,7.0,-1.4,88.42652379671732,0.0,17.089666666666666,1.0,1.0,31.207666666666668,61.3766,0.0492988572542673,4,23,2
AS14.05,7.5,0.3333333333333333,36.728250008076415,1.0,10.894615384615385,1.0,0.0,13.736755555555556,61.80151851851852,0.1141273834439366,4,23,2
AS14.05,6.4,-1.2,30.89674045657384,0.0,18.5785,0.4,0.0,15.6069,27.75292592592593,0.1017234451157769,4,23,2
AS14.05,7.0,0.2,99.21430264334928,0.0,99.1945,0.8,0.0,64.94816666666667,51.15107142857143,0.0572965488566126,4,23,2
AS14.05,7.2,-0.6,22.519443032107763,0.0,14.052333333333332,0.8,0.0,11.2237,44.37508333333333,0.1056494311461757,4,23,2
AS14.05,6.6,0.4,62.08523863283073,0.0,14.470999999999998,0.6,0.0,18.201125,52.33034615384615,0.1150384556225269,4,24,3
AS14.05,7.5,0.25,64.03179570936383,1.0,29.956222222222223,1.0,1.0,34.06030303030303,63.1809090909091,0.1151674072246059,4,24,3
AS14.05,7.2,-0.8,42.09432761422521,1.0,6.620705882352942,0.8,0.0,8.319071428571428,28.51375,0.0608869898356052,4,24,3
AS14.05,7.2,-1.2,82.75793478022453,0.0,9.2726,1.0,0.0,33.896272727272724,39.29329921259843,0.0353829927419272,4,24,3
AS14.05,7.2,-0.6,81.5297708312671,0.0,10.438666666666666,1.0,0.0,24.086,46.76532283464567,0.1017774580611163,4,24,3
AS14.05,7.2,0.4,57.23128917992834,1.0,12.676333333333334,1.0,1.0,32.8625,30.888972222222225,0.062847979755621,4,25,4
AS14.05,7.2,-1.0,53.83885225653646,0.0,8.14,1.0,1.0,17.489714285714285,40.46838823529412,0.0809468968896285,4,25,4
AS14.05,7.2,-0.75,68.42789189879957,0.0,8.320428571428572,1.0,0.0,25.89623529411765,49.6736835443038,0.0393710661860602,4,25,4
AS14.05,7.2,-1.2,48.73003392098314,1.0,10.963666666666668,1.0,0.0,88.38988888888889,33.71372115384615,0.049052721518388,4,25,4
AS14.05,7.8,-0.8,35.59418831397959,1.0,16.294888888888888,1.0,1.0,15.310533333333334,29.769938053097345,0.2001663609420597,4,25,4
AS14.05,7.4,-0.6,38.56759494769423,0.0,27.196875,1.0,0.0,13.0072,46.61179411764706,0.0188224828959679,4,26,5
AS14.05,7.0,-0.6,61.80948980000554,1.0,11.1198,1.0,0.0,17.831416666666666,41.6983185840708,0.0103046275291194,4,26,5
AS14.05,7.0,-0.6,50.86072602337352,0.0,21.430666666666667,1.0,0.0,15.7905,39.32382666666666,0.0616085178227265,4,26,5
AS14.05,6.8,-0.2,61.2512650461082,0.0,13.9338,1.0,0.0,24.506357142857144,45.22273913043478,0.0252922751060056,4,26,5
AS14.05,7.0,-0.2,116.67227777066054,0.0,37.470416666666665,1.0,1.0,52.68581666666667,65.11861739130434,0.006817240295425,4,27,6
AS14.05,6.75,0.25,64.05605171055632,1.0,6.566222222222223,1.0,1.0,25.78942105263158,52.306680851063824,0.0544708514885384,4,27,6
AS14.05,7.0,0.25,58.20390139499182,1.0,10.4053,1.0,0.0,10.453411764705882,46.998357142857145,0.0725803349308499,4,27,6
AS14.06,7.0,-1.0,73.77220587169424,1.0,27.5435,0.0,0.0,10.87375,37.94875862068966,0.043431899641577,4,28,0
AS14.06,7.0,-0.2,72.24084112800169,0.0,18.703333333333333,0.6,0.0,38.96233333333333,45.70810465116279,0.1377085877085877,4,28,0
AS14.06,8.0,0.5,64.69287705812297,1.0,12.0094,1.5,0.0,21.2512,33.692708333333336,0.135562652965878,4,28,0
AS14.06,7.0,0.25,83.33833674022127,1.0,11.1296,0.25,0.0,74.81371428571427,45.97545454545455,0.1323286052009456,4,28,0
AS14.06,7.6,-0.2,77.84986519009881,0.0,40.870666666666665,0.8,1.0,8.4622,35.1783431372549,0.1714707942000329,4,28,0
AS14.06,7.8,0.0,55.81615714005064,0.0,16.911166666666666,1.0,0.0,10.803666666666668,40.901804347826086,0.1115808823529411,4,29,1
AS14.06,7.8,0.0,135.35940907579473,1.0,8.878200000000001,0.8,1.0,48.06830769230769,24.993,0.2112978524743231,4,29,1
AS14.06,7.0,-0.2,80.69163441401656,1.0,9.8612,0.4,0.0,168.09958333333333,27.119671052631578,0.1606054568913174,4,29,1
AS14.06,7.75,0.0,144.3253448215024,1.0,11.3522,0.75,0.0,61.43109090909092,59.334132352941175,0.2258536234024724,4,29,1
AS14.06,6.8,-0.6,82.73427027839801,1.0,11.7388,0.4,0.0,49.80458333333333,44.80507070707071,0.1625525210084034,4,29,1
AS14.06,7.2,0.0,77.51051087223964,1.0,9.128666666666666,0.4,0.0,33.949333333333335,44.7801724137931,0.2095738980962975,4,30,2
AS14.06,7.0,-0.4,116.82078750133512,0.0,8.3464,0.2,0.0,53.7424375,57.74320967741936,0.1495238095238096,4,30,2
AS14.06,7.0,-0.4,66.09012903321181,1.0,16.3166,0.8,0.0,33.6015,31.00695555555556,0.2922739018087855,4,30,2
AS14.06,7.0,-1.0,176.68483331203467,1.0,15.3442,0.4,0.0,126.75616666666669,42.22757142857143,0.0204257246376811,4,30,2
AS14.06,6.2,-0.6,107.03948274974177,1.0,8.6914,0.0,0.0,33.57383333333333,41.91920731707317,0.1949472096530919,4,30,2
AS14.06,6.6,-0.2,89.77257776525286,1.0,12.2512,0.0,1.0,92.8305925925926,49.389425,0.1749485596707819,5,1,3
AS14.06,7.4,0.4,104.19104301032203,1.0,12.1544,0.8,0.0,198.7415,46.60988888888889,0.1030959752321981,5,1,3
AS14.06,7.6,-0.2,80.34422340291614,1.0,8.229428571428572,0.8,1.0,70.57354545454545,34.93525,0.2242842451665981,5,1,3
AS14.06,7.8,-0.2,64.30718867508871,0.0,12.3242,1.0,0.0,9.6836,37.67074358974359,0.2059167095645366,5,1,3
AS14.06,8.2,0.4,85.83840817821267,0.0,18.1786,1.0,0.0,23.423181818181817,28.431125,0.2339122315592904,5,1,3
AS14.06,6.5,-1.5,107.88640845325634,1.0,9.2725,0.25,0.0,102.46525,51.28332911392405,0.3447415329768271,5,2,4
AS14.06,7.25,-0.25,73.17186884020192,1.0,9.6395,0.75,0.0,111.3333,34.53301724137931,0.1787429378531073,5,2,4
AS14.06,7.0,-0.4,93.61361110872694,1.0,11.7946,0.6,1.0,74.4648,45.53241176470589,0.2005636070853461,5,2,4
AS14.06,7.6,0.0,142.22807141712735,1.0,10.9765,0.4,0.0,127.7118,50.93999224806202,0.1450650848574723,5,2,4
AS14.06,6.8,0.2,120.90889216638082,1.0,96.2706,0.6,0.0,38.873375,44.82571,0.151670692431562,5,2,4
AS14.06,6.25,-1.0,79.23879776643905,1.0,11.577,0.5,0.0,79.408,38.60841111111111,0.1462154754374867,5,3,5
AS14.06,6.8,0.2,56.90194566094358,1.0,12.3782,0.6,0.0,33.15955555555556,50.50162295081967,0.0982638888888889,5,3,5
