id,date,mood_avg,utilities_avg,social_avg,arousal_avg,screen_avg,office_avg,call_avg,other_avg,valence_avg,unknown_avg,sms_avg,finance_avg,builtin_avg,communication_avg,activity_avg,weather_avg,entertainment_avg,game_avg,travel_avg,month,day,day_of_week,mood_avg_next
AS14.01,2014-03-23,6.5,51.45275000000001,61.47575,-0.6666666666666666,80.70804098199623,17.107,1.0,21.2935,0.25,6.699888888888889,0.0,9.2256,7.079213740458015,57.01562015503876,0.0506706211743178,17.865000000000002,74.52016666666667,57.203,60.247,3,23,6,6.6
AS14.01,2014-03-23,6.6,18.0715,59.00268888888889,-0.4,71.23175472583411,4.000342465753424,1.0,29.93057142857143,0.3333333333333333,6.699888888888889,0.0,6.377,5.685917197452229,49.10649222797928,0.0753270582613484,17.865000000000002,165.07042857142858,57.203,20.2236,3,23,6,7.4
AS14.01,2014-03-23,7.4,115.4718,44.16171875,-0.8,67.45417413426871,4.000342465753424,1.0,43.33175,1.0,6.699888888888889,0.0,9.2256,9.582555555555556,38.1300987654321,0.1203841145323287,17.865000000000002,78.3975,57.203,20.2236,3,23,6,7.4
AS14.01,2014-03-24,7.4,25.179133333333333,39.15723333333334,-0.4,101.04455433980284,23.195,1.0,13.489875,0.8,285.084,0.0,16.7025,6.685560747663551,65.08548,0.078963105194891,22.289,154.90775,1.059,29.70765384615385,3,24,0,7.0
AS14.01,2014-03-24,7.0,23.849777777777778,45.90823076923077,-1.2,85.58411382271994,17.189,0.0,8.575333333333333,0.8,285.084,0.0,15.682166666666667,24.064507142857146,27.57514049586777,0.0799862020730605,22.289,123.508625,3.766,34.234,3,24,0,7.25
AS14.01,2014-03-24,7.25,14.09568,44.072,-0.75,250.0172127865729,17.189,0.0,11.290428571428572,0.75,285.084,0.0,16.7025,5.600851851851853,143.37136956521738,0.0722490614703181,22.289,182.2068333333333,3.766,5.031,3,24,0,8.0
AS14.01,2014-03-24,8.0,14.09568,17.250999999999998,-1.25,57.307171406064725,17.189,0.0,8.564454545454545,1.0,285.084,0.0,9.157,6.301619718309859,47.68673913043479,0.0140213289543707,22.289,62.348,3.766,29.70765384615385,3,24,0,7.2
AS14.01,2014-03-24,7.2,34.00048275862069,162.33249999999998,-1.2,138.34959999414593,17.189,1.0,12.091333333333331,0.6,285.084,1.0,14.887166666666667,5.463528409090909,51.47844444444444,0.0838873144698841,22.289,216.05365517241376,3.766,14.552,3,24,0,6.4
AS14.01,2014-03-25,6.4,19.985214285714285,100.64113636363636,0.0,101.38226118194528,4.944546875,1.0,18.4025,0.8,156.617,1.0,4.347666666666666,6.735679324894515,40.68124836601307,0.0901121527807252,26.713,49.71168421052632,36.11266666666667,8.363,3,25,1,7.2
AS14.01,2014-03-25,7.2,22.3587,65.96041379310346,0.75,75.89378787243007,4.944546875,0.0,6.797333333333333,0.5,156.617,1.0,9.8758,6.198744966442954,36.9644,0.1161103361271222,26.713,23.707444444444445,36.11266666666667,30.28,3,25,1,6.6
AS14.01,2014-03-25,6.6,16.572666666666667,70.2382,-0.4,150.1848000073434,4.944546875,1.0,10.7526,0.6,156.617,0.0,9.8758,4.8867345132743365,108.74622935779816,0.0569178566720968,26.713,28.448200000000003,36.11266666666667,30.28,3,25,1,6.8
AS14.01,2014-03-25,6.8,22.17,199.3922,-0.8,156.86894185598496,4.944546875,1.0,6.827,0.8,156.617,0.0,17.023285714285713,13.583197080291972,65.14215853658537,0.094033006694976,26.713,86.03933333333333,36.11266666666667,21.29133333333333,3,25,1,7.8
AS14.01,2014-03-26,7.8,33.977333333333334,36.06109090909092,-0.2,162.1127804953878,4.921629629629629,1.0,6.2964,1.0,3.403,0.0,15.938166666666666,7.630564516129032,35.431948051948055,0.0994319117238402,31.137,78.21233333333333,29.084,64.445,3,26,2,7.25
AS14.01,2014-03-26,7.25,12.1035,93.23925,-0.25,93.7473932625203,4.921629629629629,1.0,6.8404,0.75,3.403,1.0,5.303,6.144424657534247,57.29567816091954,0.0748162430431159,31.137,60.62433333333333,5.149,35.584,3,26,2,7.6
AS14.01,2014-03-26,7.6,21.0882,61.28171428571428,-0.25,64.96594913935257,4.921629629629629,1.0,11.6098,1.0,3.403,0.0,11.088666666666668,33.419728155339804,43.572760869565215,0.1020410589682471,31.137,18.72,5.149,22.75933333333333,3,26,2,7.4
AS14.01,2014-03-26,7.4,20.15309523809524,67.74038095238095,0.2,84.64628414899272,4.921629629629629,1.0,10.526666666666666,1.0,3.403,0.0,6.408833333333333,12.09264480874317,46.75272839506173,0.091929551822292,31.137,39.32203571428572,5.149,35.584,3,26,2,7.6
AS14.01,2014-03-26,7.6,22.449454545454543,43.88316666666666,0.2,96.90226666291557,4.921629629629629,1.0,7.066333333333333,1.0,3.403,0.0,6.017,7.963676056338027,54.11195151515151,0.0459856891337655,31.137,38.603,5.149,35.584,3,26,2,7.6
AS14.01,2014-03-27,7.6,23.103129032258064,76.8153142857143,-0.4,206.41568224452377,39.219,1.0,7.98325,1.0,3.148,0.0,41.9874,9.646519736842103,64.61422,0.0509029881940343,35.561,103.83662790697676,9.607,17.061333333333334,3,27,3,7.2
AS14.01,2014-03-27,7.2,20.46905882352941,96.85626086956522,-0.2,99.10597162889252,39.219,1.0,11.4745,0.8,3.148,1.0,7.023666666666666,6.289330769230769,51.261577464788736,0.1090610636368274,35.561,50.064,9.607,21.10533333333333,3,27,3,7.6
AS14.01,2014-03-27,7.6,15.036333333333337,789.459,-0.2,221.17169999054497,39.219,1.0,9.241,1.0,3.148,1.0,6.816749999999999,8.732515151515152,59.71760465116279,0.2142487716242349,35.561,125.556,9.607,23.53865,3,27,3,7.5
AS14.01,2014-03-27,7.5,10.056333333333331,13.735,0.0,107.5577735855895,39.219,0.0,105.6684,1.0,3.148,0.0,41.9874,15.747731707317074,50.65620833333333,0.0304789237989636,35.561,137.29281818181818,9.607,16.853333333333335,3,27,3,7.6
AS14.01,2014-03-27,7.6,17.281499999999998,201.99441666666667,-0.8,121.43629213129532,39.219,1.0,12.097333333333331,0.8,3.148,0.0,51.69477777777777,11.508780701754386,55.263200000000005,0.0196753225383989,35.561,110.6027142857143,9.607,16.853333333333335,3,27,3,7.0
AS14.01,2014-03-28,7.0,21.601894736842105,102.87125,-0.25,77.1891372460945,31.27275,0.0,8.0944,1.0,23.914666666666665,0.0,37.039125,38.056928057553954,48.53981012658228,0.1027582485295044,39.985,65.10554166666667,166.6525,20.991,3,28,4,7.8
AS14.01,2014-03-28,7.8,22.459,9.907333333333334,-0.4,79.78786955709043,31.27275,1.0,23.222875,0.75,23.914666666666665,0.0,62.50366666666667,7.160703389830508,34.140557692307695,0.1510514590407472,39.985,33.657466666666664,110.0828,17.049875,3,28,4,8.0
AS14.01,2014-03-28,8.0,17.971266666666665,144.67476470588235,-0.4,81.24058637943567,28.098,1.0,7.405,1.0,23.914666666666665,1.0,29.357866666666663,9.380565,40.75328358208955,0.037065268147657,39.985,58.85825,110.0828,17.223399999999998,3,28,4,7.6
AS14.01,2014-03-28,7.6,5.5415,45.36858823529411,-0.2,120.70815200614928,31.27275,0.0,6.4886,1.0,23.914666666666665,0.0,34.508,6.628633333333334,58.27880882352941,0.0773410192967756,39.985,58.81466666666668,110.0828,17.223399999999998,3,28,4,8.0
AS14.01,2014-03-28,8.0,31.40125,22.84466666666667,-0.2,109.1471466763814,31.27275,0.0,8.113800000000001,1.0,30.102,1.0,37.039125,9.657141025641026,74.42255737704917,0.071740884895172,39.985,125.5431818181818,110.0828,143.631,3,28,4,8.0
AS14.01,2014-03-29,8.0,4.156,98.9354,-0.5,92.01867186650632,301.67266666666666,0.0,7.105,1.0,25.867125,0.0,11.717666666666668,18.50987368421053,52.838890625000005,0.1361918083770383,44.409,154.73433333333332,61.195,32.06275,3,29,5,6.333333333333333
AS14.02,2014-03-29,6.333333333333333,4.156,10.681823529411766,0.0,39.221015996933005,301.67266666666666,1.0,21.47926315789473,0.0,25.867125,1.0,11.717666666666668,24.616626262626266,47.04222388059701,0.0114476032348423,44.409,88.392,61.195,32.06275,3,29,5,6.75
AS14.02,2014-03-29,6.75,4.156,10.3028,0.5,76.38924061086837,301.67266666666666,1.0,12.962375,0.5,25.867125,0.0,11.717666666666668,9.313234848484848,47.55911578947369,0.1680684149503257,44.409,502.2356,61.195,32.06275,3,29,5,8.2
AS14.02,2014-03-29,8.2,4.156,11.177052631578947,0.6,27.51506708162587,301.67266666666666,1.0,17.744400000000002,0.8,25.867125,1.0,11.717666666666668,18.213433566433565,33.05110084033613,0.2194843842554375,44.409,29.647666666666662,61.195,32.06275,3,29,5,6.8
AS14.02,2014-03-29,6.8,4.156,9.563,0.4,49.59246666792669,301.67266666666666,1.0,17.589333333333332,0.4,25.867125,1.0,11.717666666666668,11.430573529411763,32.87327848101266,0.3156317568506431,44.409,16.344916666666666,61.195,17.72390625,3,29,5,7.25
AS14.02,2014-03-30,7.25,20.159,14.622000000000002,-0.5,34.3333385929348,4.829047846889952,1.0,10.857125,0.75,14.6865,1.0,21.063,12.01335810810811,31.68192647058824,0.2390249602103473,22.066,14.818,76.00025,23.833754716981133,3,30,6,7.5
AS14.02,2014-03-30,7.5,20.159,16.16754166666667,-0.75,75.37737161565468,4.829047846889952,1.0,9.486,0.75,14.6865,1.0,21.063,12.459793296089384,44.66321875,0.2896279249001074,22.066,153.20133333333334,76.00025,24.572,3,30,6,6.5
AS14.02,2014-03-30,6.5,20.159,10.754394736842109,-1.0,35.13686112452438,4.829047846889952,1.0,10.801,-0.5,14.6865,1.0,21.063,9.019934579439251,21.79124705882353,0.4460436868329013,22.066,36.82838888888889,76.00025,20.01582051282051,3,30,6,6.25
AS14.02,2014-03-30,6.25,20.159,19.110444444444443,-1.0,32.11721277067848,4.829047846889952,1.0,15.46625,0.0,14.6865,1.0,21.063,7.645350427350427,36.79798,0.2696971570335323,22.066,22.82929411764706,76.00025,23.833754716981133,3,30,6,6.4
AS14.02,2014-03-31,6.4,4.477533333333333,17.90776923076923,0.2,22.49308129636253,35.1745,1.0,16.3616,-0.2,15.45,0.0,17.383666666666667,12.061752808988764,48.58356451612903,0.1561246625014999,183.4685,48.36481818181819,90.8055,24.5935,3,31,0,7.75
AS14.02,2014-03-31,7.75,4.477533333333333,11.419,-1.25,27.76879041923021,35.1745,1.0,10.075,0.75,15.45,0.0,17.383666666666667,17.115432926829268,38.20206849315069,0.2305136548564537,183.4685,91.9178,90.8055,24.5935,3,31,0,7.2
AS14.02,2014-03-31,7.2,4.477533333333333,42.21683783783784,-1.2,38.41537975208668,35.1745,1.0,8.39,0.4,15.45,0.0,17.383666666666667,13.463131782945736,36.19784285714285,0.2939534624058421,183.4685,30.6858,90.8055,24.5935,3,31,0,7.25
AS14.02,2014-03-31,7.25,4.477533333333333,10.17075,0.0,33.02862642962358,35.1745,1.0,60.987750000000005,0.5,15.45,0.0,17.383666666666667,18.73656198347108,32.934538461538466,0.2288490089221509,183.4685,40.89841666666666,90.8055,24.5935,3,31,0,6.8
AS14.02,2014-03-31,6.8,4.477533333333333,66.27353658536586,-0.6,26.46387332757314,35.1745,1.0,12.5669,0.6,15.45,1.0,17.383666666666667,9.751064814814814,18.865560606060605,0.2615983280781395,183.4685,33.69714285714286,90.8055,24.5935,3,31,0,7.25
AS14.02,2014-04-01,7.25,4.853416666666667,40.29646153846154,-0.75,31.00875350455164,45.81666666666666,1.0,13.21025,0.25,142.999,0.0,6.544,108.85175,52.23143902439025,0.432469355060395,15.07,265.817,34.28,15.676375,4,1,1,7.0
AS14.02,2014-04-01,7.0,4.853416666666667,21.526733333333333,-1.0,34.84107963595769,45.81666666666666,1.0,7.548533333333334,0.75,142.999,1.0,6.544,8.049864583333333,32.67223529411765,0.2418873087939678,15.07,53.27475,34.28,59.037000000000006,4,1,1,7.2
AS14.02,2014-04-01,7.2,4.853416666666667,127.41443750000002,-0.8,29.11064633654385,45.81666666666666,1.0,13.6235,0.4,142.999,1.0,6.544,8.354218309859155,28.520942528735635,0.1563729236642765,15.07,29.580416666666665,34.28,59.037000000000006,4,1,1,7.4
AS14.02,2014-04-01,7.4,4.853416666666667,11.242411764705883,-0.2,20.231521454325485,45.81666666666666,1.0,20.71255555555556,0.8,142.999,1.0,6.544,22.683040650406504,21.682131147540986,0.2619605321890544,15.07,15.3952,34.28,57.53333333333334,4,1,1,6.4
AS14.02,2014-04-01,6.4,4.853416666666667,12.22696153846154,-0.6,38.03219890462759,45.81666666666666,1.0,18.392,-0.2,142.999,0.0,6.544,13.930567375886524,31.982858695652173,0.3191205617996335,15.07,72.961,34.28,59.037000000000006,4,1,1,5.75
AS14.02,2014-04-02,5.75,4.4875,13.602333333333332,-0.25,36.44010695671652,5.03375,1.0,11.2264,0.0,15.47925,0.0,19.088,8.242201298701298,27.657161538461537,0.3225058399099886,7.031,42.21438461538462,40.733,26.5245,4,2,2,6.4
AS14.02,2014-04-02,6.4,4.4875,17.665,-1.2,24.19450331681612,5.03375,1.0,14.8852,0.2,15.47925,0.0,19.088,10.48307476635514,33.44566666666667,0.2272703566089604,7.031,161.94559999999998,40.733,9.425,4,2,2,7.4
AS14.02,2014-04-02,7.4,4.4875,23.51009090909091,0.0,69.14246561666012,5.03375,1.0,12.612125,0.6,15.47925,1.0,19.088,10.872705555555555,25.380868131868134,0.3219197224805252,7.031,26.4828,40.733,24.2544375,4,2,2,4.5
AS14.02,2014-04-02,4.5,4.4875,21.752333333333336,-1.0,41.47690907391636,5.03375,1.0,7.502750000000001,-1.25,15.47925,0.0,19.088,9.448934426229508,28.4726046511628,0.2152095201608524,7.031,38.68625,40.733,9.425,4,2,2,6.8
AS14.02,2014-04-03,6.8,7.901142857142857,37.8902641509434,0.0,40.55112737758904,161.499,1.0,17.691333333333333,0.6,5.547000000000001,0.0,6.524,15.288123711340209,59.701253968253965,0.1365237343960995,5.033,81.99066666666666,386.7958,38.09316666666667,4,3,3,6.25
AS14.02,2014-04-03,6.25,7.901142857142857,21.939758620689656,-0.25,25.02547238940843,161.499,1.0,13.4434,0.5,5.547000000000001,1.0,6.524,8.585347826086956,25.176166666666667,0.2619510376215639,5.033,27.64,386.7958,38.09316666666667,4,3,3,7.25
AS14.02,2014-04-03,7.25,7.901142857142857,22.64007692307693,-0.5,35.76040994158441,161.499,1.0,12.2794,0.25,5.547000000000001,1.0,6.524,8.974981132075472,27.506646341463416,0.2472098480448902,5.033,33.01242105263158,386.7958,38.09316666666667,4,3,3,7.25
AS14.02,2014-04-03,7.25,1.0225,16.67079411764706,0.25,47.54084241606973,161.499,1.0,28.2428,0.75,5.547000000000001,1.0,6.524,10.511709677419354,29.31437634408602,0.2607506038432931,5.033,21.728875,386.7958,58.34588888888888,4,3,3,6.5
AS14.02,2014-04-03,6.5,7.901142857142857,13.318541666666668,-0.5,28.762524758235063,161.499,1.0,22.688,0.5,5.547000000000001,1.0,6.524,10.53191836734694,24.41451041666667,0.4244814273084369,5.033,24.16289655172413,386.7958,15.773225,4,3,3,6.0
AS14.02,2014-04-04,6.0,3.493,26.198666666666664,-2.0,26.706708037940256,11.122666666666667,1.0,11.016,-1.0,6.759499999999999,1.0,8.5545,14.613344,21.362915492957743,0.3783017333120427,9.127,246.4188125,368.0415,18.10925,4,4,4,7.2
AS14.02,2014-04-04,7.2,4.166142857142857,9.467,-0.6,20.91222113141648,11.122666666666667,1.0,15.822399999999998,0.4,6.759499999999999,0.0,8.5545,9.461351851851852,19.888813953488373,0.2898201182827999,9.127,24.768000000000004,368.0415,8.869222222222222,4,4,4,8.0
AS14.02,2014-04-04,8.0,9.387555555555556,18.939,0.75,28.88586459308863,11.122666666666667,1.0,7.060666666666666,1.0,6.759499999999999,1.0,8.5545,10.12465,27.61328787878788,0.1870740501721279,9.127,5.63364705882353,368.0415,48.396,4,4,4,7.25
AS14.02,2014-04-04,7.25,4.166142857142857,12.693,-0.5,38.96038891209497,11.122666666666667,1.0,33.8615,0.5,6.759499999999999,1.0,8.5545,8.188833333333333,37.15975,0.1736288831786874,9.127,4.9145,368.0415,48.396,4,4,4,6.666666666666667
AS14.02,2014-04-04,6.666666666666667,4.166142857142857,257.7915,-0.3333333333333333,27.320999920368195,11.122666666666667,1.0,33.8615,0.3333333333333333,6.759499999999999,1.0,8.5545,12.5133,47.93581707317073,0.3532763532763534,9.127,246.4188125,368.0415,48.396,4,4,4,6.5
AS14.02,2014-04-05,6.5,5.365588235294118,26.31315,0.25,13.744999885559071,2.007,1.0,10.611166666666668,0.0,2.0235000000000003,1.0,93.634,2.007,12.533666666666669,0.4700854700854705,5.931666666666668,262.363,40.93533333333333,56.6804,4,5,5,6.5
AS14.02,2014-04-05,6.5,5.365588235294118,26.31315,0.0,41.231565009318125,2.007,1.0,10.611166666666668,0.0,2.0235000000000003,0.0,93.634,13.464689655172414,63.52367073170731,0.1024731337951504,5.931666666666668,262.363,40.93533333333333,56.6804,4,5,5,5.666666666666667
AS14.02,2014-04-05,5.666666666666667,5.365588235294118,26.31315,-0.6666666666666666,93.66100001335155,2.007,1.0,10.611166666666668,-0.3333333333333333,2.0235000000000003,0.0,93.634,10.09,24.11366666666667,0.5,5.931666666666668,262.363,40.93533333333333,56.6804,4,5,5,5.0
AS14.02,2014-04-05,5.0,5.365588235294118,26.31315,-0.6666666666666666,41.231565009318125,2.007,1.0,10.611166666666668,0.0,2.0235000000000003,1.0,93.634,13.464689655172414,63.52367073170731,0.1024731337951504,5.931666666666668,262.363,40.93533333333333,56.6804,4,5,5,5.5
AS14.02,2014-04-05,5.5,5.365588235294118,26.31315,-0.5,41.231565009318125,2.007,1.0,10.611166666666668,-0.5,2.0235000000000003,0.0,93.634,13.464689655172414,63.52367073170731,0.1024731337951504,5.931666666666668,262.363,40.93533333333333,56.6804,4,5,5,5.666666666666667
AS14.02,2014-04-06,5.666666666666667,5.374454545454546,35.629,-1.3333333333333333,6.54000008106234,27.6685,1.0,8.4748,-0.3333333333333333,120.063,1.0,25.81266666666667,14.2131953125,22.017468750000003,0.075,16.079,16.0735,60.16366666666667,53.75268,4,6,6,5.5
AS14.02,2014-04-06,5.5,5.374454545454546,311.073,0.0,123.97280612527108,27.6685,1.0,8.4748,0.5,120.063,1.0,25.81266666666667,14.2131953125,22.017468750000003,0.142857142857143,16.079,16.0735,60.16366666666667,53.75268,4,6,6,7.0
AS14.02,2014-04-06,7.0,5.374454545454546,311.073,-0.5,123.97280612527108,27.6685,0.0,8.4748,-0.5,120.063,0.0,25.81266666666667,14.2131953125,22.017468750000003,0.0344827586206897,16.079,16.0735,60.16366666666667,53.75268,4,6,6,9.0
AS14.02,2014-04-06,9.0,5.374454545454546,311.073,-1.0,123.97280612527108,27.6685,0.0,8.4748,1.0,120.063,0.0,25.81266666666667,14.2131953125,22.017468750000003,0.1570211539710371,16.079,16.0735,60.16366666666667,53.75268,4,6,6,9.0
AS14.03,2014-04-07,9.0,6.678,259.2185,1.0,33.299080018997195,10.046,1.0,36.2392,2.0,699.6585,1.0,6.065,15.277727272727274,45.38786842105263,0.1834349291307364,44.854,31.5339,75.29079999999999,24.07785714285714,4,7,0,7.8
AS14.03,2014-04-07,7.8,4.35,259.2185,0.8,36.7157916724682,7.066,1.0,14.869333333333332,1.0,699.6585,1.0,6.065,12.686526315789472,13.099857142857145,0.1913883086450861,44.854,53.63731506849315,75.29079999999999,24.07785714285714,4,7,0,8.2
AS14.03,2014-04-07,8.2,6.678,259.2185,-0.2,43.14817949237987,40.4995,1.0,15.7205625,1.2,699.6585,1.0,36.364,12.962526315789477,31.31504166666667,0.1002466983942117,44.854,20.98061445783132,75.29079999999999,34.425625000000004,4,7,0,7.8
AS14.03,2014-04-07,7.8,5.136,259.2185,-0.6,49.98436799621583,25.065,1.0,40.52461904761905,1.4,11.064,0.0,15.031000000000002,13.178,36.227555555555554,0.090740222421567,44.854,33.11900847457627,75.29079999999999,24.07785714285714,4,7,0,7.8
AS14.03,2014-04-08,7.8,9.614333333333336,117.7290588235294,-0.4,28.29188059870877,12.825090909090909,1.0,26.726,1.2,47.324,1.0,149.181,47.47704545454546,16.520227848101264,0.1327682855234919,7.026,13.51416,94.599,21.873,4,8,1,8.25
AS14.03,2014-04-08,8.25,9.554,117.7290588235294,0.5,31.6347380857619,5.171,1.0,10.382857142857144,1.0,3.8245,0.0,29.047,5.649476190476191,14.713511363636364,0.0911532011403041,7.026,25.33196774193549,94.599,6.42,4,8,1,7.75
AS14.03,2014-04-08,7.75,8.745000000000001,117.7290588235294,0.25,36.80485395099339,6.7185,1.0,10.005333333333333,0.5,47.324,1.0,49.371,21.012,15.026806451612904,0.1031957536987308,7.026,19.455964705882355,94.599,21.873,4,8,1,8.0
AS14.03,2014-04-08,8.0,7.045,117.7290588235294,-0.5,28.7649734357817,15.402,1.0,17.598285714285716,1.5,31.893500000000003,0.0,49.371,25.229636363636363,13.251816901408452,0.1046792879790665,7.026,37.66057303370787,94.599,21.873,4,8,1,8.6
AS14.03,2014-04-08,8.6,9.554,117.7290588235294,-0.2,43.488288471331984,33.403,0.0,10.4425,1.6,47.324,1.0,49.371,9.655,7.6464,0.1633773377586506,7.026,40.794,94.599,21.873,4,8,1,8.4
AS14.03,2014-04-09,8.4,6.026,48.9735,-0.2,34.98744117044936,26.284,1.0,15.5045,1.0,35.267,0.0,10.5615,3.21725,15.68747435897436,0.1646507152666788,15.9775,29.1402,178.118,34.3746,4,9,2,7.4
AS14.03,2014-04-09,7.4,5.16,48.9735,0.4,76.40848780453692,5.032,1.0,7.0561428571428575,0.6,15.71457894736842,1.0,25.83033333333333,39.32684615384615,53.81323170731708,0.0836335845955086,15.9775,19.993741176470586,178.118,34.3746,4,9,2,7.6
AS14.03,2014-04-09,7.6,6.026,48.9735,0.4,36.42947726628997,15.6225,1.0,12.702125,0.4,15.71457894736842,0.0,58.641,49.42390909090909,12.064372881355933,0.097414340146311,15.9775,31.893215686274512,178.118,34.3746,4,9,2,7.4
AS14.03,2014-04-09,7.4,6.026,48.9735,0.2,32.34846154543071,4.67475,1.0,9.8842,0.6,15.71457894736842,0.0,21.813,32.85376923076923,13.024730158730158,0.0786881382869165,15.9775,33.58481355932204,178.118,27.0725,4,9,2,7.8
AS14.03,2014-04-09,7.8,14.5985,48.9735,0.0,28.552419750778764,5.032,1.0,10.137444444444444,1.0,20.192,0.0,9.012875,1399.0547142857142,11.232524590163932,0.0836364543999837,15.9775,38.05745454545454,178.118,34.3746,4,9,2,7.8
