mood,appCat.utilities,appCat.social,circumplex.arousal,screen,appCat.office,call,appCat.other,circumplex.valence,appCat.unknown,sms,appCat.finance,appCat.builtin,appCat.communication,activity,appCat.weather,appCat.entertainment,appCat.game,appCat.travel,label
7.222222222222222,10.32925,49.583,0.24814814814814812,46.20419196518406,228.138,1.0,29.457416666666663,1.1018518518518519,24.66525,1.0,22.099999999999998,20.231540441176467,41.07906578947368,0.1438947944039988,15.069999999999999,26.808108333333333,115.79533333333332,59.03700000000001,7.0
7.222222222222222,10.32925,49.583,0.1023148148148148,46.20419196518406,228.138,1.0,29.457416666666663,0.8726851851851851,24.66525,1.0,22.099999999999998,20.231540441176467,41.07906578947368,0.1438947944039988,15.069999999999999,26.808108333333333,115.79533333333332,59.03700000000001,6.4
7.094444444444445,10.32925,49.583,0.08009259259259259,46.20419196518406,228.138,1.0,29.457416666666663,0.800462962962963,24.66525,1.0,22.099999999999998,20.231540441176467,41.07906578947368,0.1438947944039988,15.069999999999999,26.808108333333333,115.79533333333332,59.03700000000001,6.7
7.007407407407407,10.32925,49.583,0.1652777777777778,46.20419196518406,228.138,1.0,29.457416666666663,0.7893518518518517,24.66525,1.0,22.099999999999998,20.231540441176467,41.07906578947368,0.1438947944039988,15.069999999999999,26.808108333333333,115.79533333333332,59.03700000000001,7.083333333333333
6.947222222222223,10.32925,49.583,0.05416666666666667,46.20419196518406,228.138,1.0,29.457416666666663,0.7430555555555555,24.66525,1.0,22.099999999999998,20.231540441176467,41.07906578947368,0.1438947944039988,15.069999999999999,26.808108333333333,115.79533333333332,59.03700000000001,7.434782608695652
6.969685990338164,10.32925,49.583,0.013586956521739142,46.20419196518406,228.138,1.0,29.457416666666663,0.7672979797979798,24.66525,1.0,22.099999999999998,20.231540441176467,41.07906578947368,0.1438947944039988,15.069999999999999,26.808108333333333,115.79533333333332,59.03700000000001,6.461538461538462
6.846609067261241,10.32925,49.583,0.04948439241917502,46.20419196518406,228.138,1.0,29.457416666666663,0.6608877233877234,24.66525,1.0,22.099999999999998,20.231540441176467,41.07906578947368,0.1438947944039988,15.069999999999999,26.808108333333333,115.79533333333332,59.03700000000001,6.461538461538462
6.756865477517651,10.801708333333332,46.16914285714285,-0.016220735785953178,48.80756076315077,228.138,1.0,30.48644360776439,0.6233877233877234,24.66525,1.0,22.099999999999998,20.397555743991145,43.52175727277233,0.1438947944039988,15.069999999999999,24.41014963850837,115.79533333333332,59.03700000000001,6.379310344827586
6.753417201655583,10.1417,74.66614285714286,-0.06679544842963134,50.827128030684634,228.138,1.0,28.364272012782312,0.625686573962436,21.143375000000002,1.0,22.099999999999998,19.163355670461733,46.768646158383206,0.1438947944039988,15.069999999999999,25.770514421236644,115.79533333333332,59.03700000000001,7.137931034482759
6.826405707402709,9.809010185185185,69.94335189669088,-0.09897935647560836,51.80831784457447,228.138,1.0,28.29061073160317,0.6636176084451947,19.955166666666667,1.0,22.099999999999998,18.371350319154544,50.31603440518265,0.1438947944039988,15.069999999999999,31.490178718622264,115.79533333333332,57.07683333333335,7.0
