date,mood,appCat.utilities,appCat.social,circumplex.arousal,screen,appCat.office,call,appCat.other,circumplex.valence,appCat.unknown,sms,appCat.finance,appCat.builtin,appCat.communication,activity,appCat.weather,appCat.entertainment,appCat.game,appCat.travel
2014-03-14,7.434782608695652,10.32925,49.583,-0.043478260869565216,46.20419196518405,228.138,1.0,29.457416666666663,1.0454545454545454,24.66525,1.0,22.1,20.23154044117647,41.07906578947368,0.14389479440399888,15.07,26.808108333333333,115.79533333333332,59.037000000000006
2014-03-15,6.461538461538462,10.32925,49.583,0.11538461538461539,46.20419196518405,228.138,1.0,29.457416666666663,0.46153846153846156,24.66525,1.0,22.1,20.23154044117647,41.07906578947368,0.14389479440399888,15.07,26.808108333333333,115.79533333333332,59.037000000000006
2014-03-16,6.461538461538462,13.164,29.099857142857143,-0.7692307692307693,61.824404752984336,228.138,1.0,35.631578313253016,0.4,24.66525,1.0,22.1,21.227632258064517,55.73521468926553,0.14389479440399888,15.07,12.420356164383561,115.79533333333332,59.037000000000006
2014-03-17,6.379310344827586,6.369200000000001,220.565,-0.10344827586206896,58.32159557038725,228.138,1.0,16.724387096774194,0.41379310344827586,3.5340000000000003,1.0,22.1,12.82634,60.56039910313901,0.14389479440399888,15.07,34.97029702970297,115.79533333333332,59.037000000000006
2014-03-18,7.137931034482759,8.333111111111112,21.246254237288134,0.20689655172413793,52.09133084852306,228.138,1.0,29.015448979591838,0.8275862068965517,17.536,1.0,22.1,15.479508333333332,62.36339527027027,0.14389479440399888,15.07,61.12609411764706,115.79533333333332,47.275999999999996
2014-03-19,7.0,8.3215,53.867333333333335,0.0,74.0893166106465,228.138,1.0,85.35077777777778,0.9411764705882353,23.21275,1.0,12.802318181818183,13.961159375,46.420137596899224,0.14389479440399888,15.07,36.36498230088496,115.79533333333332,19.273567567567568
2014-03-20,6.605263157894737,7.461285714285714,55.222472527472526,0.23684210526315788,66.42103453483462,228.138,1.0,21.981279411764703,0.6052631578947368,155.10000000000002,1.0,3.5046363636363638,21.13946561886051,44.06737785016286,0.1366633842579491,15.07,54.89442391304348,115.79533333333332,31.704202702702702
2014-03-21,6.885245901639344,18.72007317073171,55.19143776824034,0.16393442622950818,92.79234460752559,21.507363636363635,1.0,47.16120161290322,0.7704918032786885,15.45,1.0,38.588,31.995409221902023,57.93774154852781,0.12583683687625644,15.07,44.31255474452554,115.79533333333332,44.134837837837836
2014-03-22,6.746478873239437,10.407416666666668,48.116760416666665,-0.14084507042253522,63.373645642619806,4.436333333333333,1.0,29.373039473684212,0.5428571428571428,79.98827450980393,1.0,33.56488888888889,17.126877041306436,52.371434234234236,0.1398836467605831,15.07,48.491527777777776,115.79533333333332,34.798071428571426
2014-03-23,6.987341772151899,10.66045,111.3427891566265,-0.0379746835443038,82.39088197515073,40.4995,1.0,59.6880925925926,0.7051282051282052,40.803444444444445,1.0,31.554750000000002,16.435293333333334,39.17303879651623,0.09970825942078335,15.07,112.96872272727273,115.79533333333332,26.715426829268292
2014-03-24,6.753246753246753,18.174107142857142,60.391589958158995,-0.07792207792207792,63.369067187500924,24.278333333333332,1.0,34.32925619834711,0.5064935064935064,64.86273076923077,1.0,24.27630769230769,13.282179680150518,38.558810433504775,0.11354219301127577,15.07,32.26863090128756,115.79533333333332,41.69505
2014-03-25,6.831325301204819,20.712533333333333,55.2965824742268,-0.13253012048192772,76.1490518674462,26.830461538461538,1.0,39.05343283582089,0.6746987951807228,31.59733333333333,1.0,49.98309999999999,15.493578684429643,44.08087458962574,0.10429453090714562,17.433,47.277053571428574,115.79533333333332,46.35907843137255
2014-03-26,6.916666666666667,12.003863636363638,63.19405415162455,0.023809523809523808,73.36076522200433,53.14233333333333,1.0,35.15000657894736,0.6626506024096386,22.189500000000002,1.0,20.897384615384617,11.454811119573495,41.48306558401,0.13791704265453125,6.087,33.18118571428572,44.9755,38.77324
2014-03-27,6.8977272727272725,8.618327586206897,65.77880821917809,-0.07954545454545454,81.13454981229043,15.475333333333333,1.0,21.897462962962962,0.6477272727272727,72.16064,1.0,19.169090909090908,11.781475142624286,50.759297037037044,0.12414558301088482,14.396,41.27200875656742,128.3072222222222,49.71742857142857
2014-03-28,7.090909090909091,16.9025,61.47519117647058,-0.09090909090909091,73.14935258737397,17.429,1.0,23.441467741935487,0.8863636363636364,29.56789655172414,1.0,27.263571428571428,22.718315352697097,38.62234169741698,0.14331028255452966,12.874777777777778,47.251964630225075,65.9785,39.42580681818182
2014-03-29,7.433333333333334,17.021355555555555,50.02535217391304,-0.20224719101123595,68.00600486318629,117.09299999999999,1.0,14.341074380165288,1.0,12.758882352941177,1.0,17.473642857142856,31.783942579505304,38.81236399217221,0.1607546680155774,11.353555555555555,42.998514285714286,55.02668055555555,21.781190476190474
2014-03-30,6.988372093023256,13.780666666666667,67.16120588235295,-0.26744186046511625,67.19535183478375,35.265,1.0,24.424728070175437,0.7831325301204819,52.676399999999994,1.0,21.601,49.062231155778896,34.07265439672801,0.11637431435723708,9.832333333333333,33.106571923743495,160.52052631578948,36.511874999999996
2014-03-31,6.977777777777778,11.923684210526314,73.84474879227052,-0.13186813186813187,71.21155703987111,16.270333333333333,1.0,15.752064516129034,0.6888888888888889,19.907333333333334,1.0,22.739117647058823,17.218184210526314,41.47425057471264,0.11274773334695772,19.54138888888889,33.90339807383627,52.68228571428572,122.12011904761906
2014-04-01,6.978947368421053,14.28788888888889,66.31190090090091,-0.15053763440860216,66.5639694172065,50.79727272727273,1.0,17.556907692307693,0.6593406593406593,57.563875,1.0,16.34632142857143,16.219719081272086,38.587849633251835,0.15021776227301584,29.250444444444447,35.55295037593985,165.1183125,62.89481632653061
2014-04-02,6.861386138613861,14.651413793103448,53.7527706185567,-0.2,79.07732615925572,15.788913580246914,1.0,19.791878205128203,0.5876288659793815,18.766083333333334,1.0,16.404791666666664,14.697477541371159,41.44610192666253,0.14025216508712235,38.9595,32.956298091042584,51.3025,29.187060240963852
2014-04-03,7.036363636363636,12.56778125,59.18717548746518,-0.17272727272727273,66.69196995476065,26.717079545454546,1.0,15.763857142857143,0.6759259259259259,49.052727272727275,1.0,15.864357142857143,24.340208399787347,37.829680407124684,0.13921799824576683,29.228333333333335,39.92501886792453,57.372235294117644,38.46001098901099
2014-04-04,7.009803921568627,18.003807017543856,66.45694904458598,-0.18627450980392157,70.70559469162978,13.67322641509434,1.0,21.776897959183675,0.64,41.53147368421053,1.0,27.11372727272727,12.144598792535675,43.03916106080207,0.11914843671816427,28.765,34.311110778443116,139.79477272727274,37.93474285714286
2014-04-05,7.356521739130435,13.625636363636364,65.5312716535433,0.13043478260869565,60.75371358692646,8.376999999999999,1.0,15.618397660818713,0.8608695652173913,29.7765,1.0,10.465666666666667,22.7126237006237,34.014891830559755,0.14257050589648354,5.05,24.582414790996786,63.485583333333324,28.683627450980392
2014-04-06,6.9,7.745709677419354,77.12982671480144,-0.42201834862385323,74.36563548454694,4.292483870967742,1.0,21.277120967741933,0.5925925925925926,27.199636363636365,1.0,35.251666666666665,15.814532953620832,40.884976984126986,0.09176534533960186,21.774714285714285,38.722556250000004,165.038,46.15460869565218
2014-04-07,6.831858407079646,13.045333333333334,69.13184403669725,-0.07207207207207207,78.66176988999291,5.954911949685535,1.0,24.463028169014084,0.5945945945945946,24.68781818181818,1.0,15.874608695652173,19.3588,46.00133658536585,0.12348747582874055,23.984166666666667,36.501703883495146,90.23763157894736,43.993288888888884
2014-04-08,7.051282051282051,17.27257142857143,55.14398876404495,0.0,64.74476507770356,18.89497046413502,1.0,18.059743455497383,0.6637168141592921,26.854,1.0,31.318875,37.783966807165434,39.924075399009354,0.10558359184486361,11.205166666666665,51.94214148351649,169.12494736842103,29.5625
2014-04-09,7.118181818181818,35.724862068965514,66.68223015873016,-0.045871559633027525,70.30244736693359,16.87022641509434,1.0,49.93482580645161,0.6759259259259259,25.946166666666667,1.0,20.431545454545457,25.449016966067866,39.838325683060106,0.1341564994658261,26.3665,34.31864947089947,204.1715294117647,18.3598
2014-04-10,7.156521739130435,22.103756097560975,61.39153882352941,0.17391304347826086,79.11228739506886,7.295384,1.0,30.44811801242236,0.7543859649122807,28.853583333333333,1.0,13.302,14.872621341463413,40.67871827242525,0.1363336766972343,23.6205,31.269446372239745,310.4228510638298,39.327681818181816
2014-04-11,7.0701754385964914,30.04722222222222,47.8618829787234,0.1504424778761062,61.93846581471222,14.454955555555555,1.0,14.620974522292993,0.6991150442477876,31.761000000000003,1.0,13.766657142857142,24.66116831683168,39.890280078895465,0.15569818243426237,9.068,30.283552674230148,172.47595,27.465364779874218
2014-04-12,7.3090909090909095,24.113283333333335,39.50399756690997,0.09259259259259259,69.39298895222048,6.881488095238095,1.0,19.80360294117647,0.8584905660377359,34.877235294117646,1.0,14.274000000000001,24.671891497461928,43.7335884244373,0.11477738652791017,14.588,73.28628139534884,141.78454054054055,31.934267857142856
2014-04-13,7.087719298245614,17.36516,82.00638040345821,-0.26785714285714285,80.25917410649913,9.220547297297298,1.0,39.31056962025316,0.7272727272727273,35.211200000000005,1.0,9.683636363636364,10.828167527675276,40.055670504871564,0.11619782687848541,32.708600000000004,36.06148106060606,213.762,29.21156603773585
2014-04-14,6.955357142857143,21.725662162162163,66.42277049180328,-0.0990990990990991,66.27560546265582,9.541112903225805,1.0,33.251756578947365,0.6363636363636364,51.06281818181819,1.0,11.237235294117648,14.572187466808284,39.70439508506616,0.11068049324155384,21.860142857142858,32.10621771217712,179.35551612903225,8.730266666666665
2014-04-15,6.873949579831932,14.492916666666666,72.23063595505619,-0.2689075630252101,69.59638428304413,14.763018404907974,1.0,41.28454054054054,0.6495726495726496,17.449214285714287,1.0,17.859407407407407,15.407607087827428,41.445239862935466,0.11316481363923327,22.26325,25.8048828125,75.8548275862069,40.814473684210526
2014-04-16,7.048780487804878,15.151093023255813,65.81963973799127,0.00819672131147541,67.85677782743448,30.11511235955056,1.0,15.168577540106952,0.6440677966101694,39.283166666666666,1.0,15.609647058823528,24.87973187347932,42.01059704040979,0.11876504627142641,28.08966666666667,30.759342809364547,107.74126666666666,57.08168253968254
2014-04-17,6.7637795275590555,8.32486301369863,68.30303429602888,-0.1984126984126984,82.08261402082202,18.07108219178082,1.0,30.362172043010755,0.64,33.14073684210526,1.0,25.33113636363636,19.823155696777125,50.03601444622793,0.11429850839648724,31.839333333333336,31.054957382039575,161.9445294117647,73.054484375
2014-04-18,6.775862068965517,17.868052083333335,78.38483571428571,-0.3333333333333333,98.87178689445487,24.625387596899227,1.0,22.754890322580643,0.6071428571428571,21.357941176470586,1.0,12.599388888888889,26.967895211267606,51.341939244663386,0.09679546092762711,35.589,49.22203321678322,143.66938461538462,38.11565909090909
2014-04-19,7.256410256410256,20.387869047619045,70.38401420454545,0.08547008547008547,67.42013846500105,312.4435420560748,1.0,22.127349315068493,0.7876106194690266,25.31719047619048,1.0,9.372,38.84613172043011,38.25503167808219,0.12560089757102968,8.398666666666667,27.167506134969326,108.78326315789474,62.81788888888889
2014-04-20,7.221238938053097,17.28520481927711,78.52565654648957,-0.11504424778761062,75.7224293753438,11.514385964912282,1.0,13.462204225352114,0.8198198198198198,42.25061538461539,1.0,5.303,28.91534255672385,43.82926977848101,0.10506596425758866,26.299500000000002,36.61649264705883,146.30166666666668,30.24761224489796
2014-04-21,7.0476190476190474,13.141845070422535,166.76377237851662,-0.2682926829268293,87.4387086754437,12.081698412698413,1.0,44.64932934131737,0.7154471544715447,115.8672,1.0,21.974125,13.940057544757034,49.46618096611391,0.07787997926867292,26.79114285714286,34.86793110647182,35.2763125,65.31291666666667
2014-04-22,6.827868852459017,24.06178205128205,60.37017095588235,-0.09836065573770492,86.62720301065919,16.86116143497758,1.0,15.440366013071896,0.6776859504132231,78.840125,1.0,7.9790769230769225,18.868997205588823,45.846948023822414,0.11706540193171969,10.195,37.81487034277198,40.8735,41.13183673469388
2014-04-23,6.843478260869565,57.12266666666667,78.39406361323155,-0.05309734513274336,73.21251176979582,17.376163090128756,1.0,16.18431847133758,0.6363636363636364,52.72207142857143,1.0,24.99678125,12.23540499510284,40.29888434579439,0.10115351745545345,17.563666666666666,29.131984014209593,57.28615384615385,36.45792592592593
2014-04-24,7.016666666666667,22.357848275862068,64.37072888888889,-0.07627118644067797,78.77354197476033,13.583872093023254,1.0,21.96712582781457,0.6929824561403509,33.687714285714286,1.0,21.851714285714287,22.368719373219374,45.193761637689285,0.11715194835015387,22.9269,26.29537918871252,207.3895,38.89467901234568
2014-04-25,7.02542372881356,15.229545454545455,63.56295115681234,0.06779661016949153,66.00691114939175,22.532713235294118,1.0,17.134896103896104,0.7477477477477478,19.457533333333334,1.0,15.192357142857144,17.10063602329451,45.27586717827627,0.12920848327107873,18.156052631578945,32.607724193548385,111.85857142857142,82.69717948717948
2014-04-26,7.353535353535354,11.562604651162792,73.08784210526316,0.010101010101010102,62.214701496297835,7.876298701298702,1.0,17.859905797101447,0.875,55.24035294117647,1.0,28.341416666666664,22.886359438660026,39.560292719167904,0.23071117876872785,18.290166666666668,21.60926391382406,20.147666666666666,47.128
2014-04-27,7.041666666666667,27.04838888888889,105.5990744680851,-0.30833333333333335,91.90268578463956,6.724160919540229,1.0,46.2152987012987,0.7563025210084033,19.15878947368421,1.0,35.78,21.216548514851485,42.370350746268656,0.07709853128455875,25.43658333333333,63.822676966292136,33.9323,50.83323333333333
2014-04-28,7.105263157894737,13.094752941176472,69.41923558897244,-0.20353982300884957,83.21852337620186,42.21112,1.0,40.80459259259259,0.7079646017699115,19.334444444444443,1.0,34.59607142857143,14.288395614435816,44.51698298122066,0.10218453672518364,9.393666666666666,47.663151459854014,267.1437142857143,47.77322413793104
2014-04-29,6.954545454545454,12.175366666666667,74.37979052369077,-0.1111111111111111,67.83966304636026,9.349235897435896,1.0,14.883605095541402,0.6730769230769231,41.02172222222222,1.0,27.315870967741937,15.40548985801217,39.09883987915408,0.10845613945531252,12.851333333333335,32.023043087971274,178.30833333333334,73.48451428571428
2014-04-30,6.867256637168142,77.6450606060606,80.64547741935485,-0.168141592920354,78.15664022644917,9.839726495726497,1.0,25.985046875,0.5887850467289719,30.818499999999997,1.0,54.44675,14.723404746357684,45.743398723157284,0.10572036698490252,5.067,30.153349892008638,26.219833333333337,31.215985507246373
2014-05-01,7.108108108108108,20.837958333333333,83.72675914634146,-0.2909090909090909,76.3441268393093,21.02867716535433,1.0,20.514244897959184,0.6952380952380952,31.365894736842105,1.0,23.84135443037975,14.041319634703195,48.846035202863966,0.1141213931155657,27.6605,44.01005352798054,174.41487804878048,30.206405797101453
2014-05-02,7.191919191919192,17.460046511627908,74.54425704225352,-0.29896907216494845,81.2522877740529,32.260314049586775,1.0,23.291166666666665,0.7978723404255319,42.166333333333334,1.0,27.73110909090909,16.70979278821737,45.15157353976073,0.15383275375928337,9.5885,39.88267749419954,73.51727272727273,50.56332258064516
2014-05-03,7.06,48.38076315789474,63.66382397003745,-0.11224489795918367,64.31527072860315,134.57363265306122,1.0,10.860179487179488,0.7083333333333334,28.216235294117645,1.0,27.974785714285712,20.547196904024766,42.45218824940048,0.13408534404611852,43.93,38.06699053627761,43.89515384615384,48.76054364326376
2014-05-04,7.168421052631579,16.68869014084507,86.15622317596568,-0.26595744680851063,72.82820367337035,57.38355769230769,1.0,16.589403846153846,0.7391304347826086,81.32307142857142,1.0,29.127,17.33746325878594,48.13241301272985,0.10308111370329054,23.790333333333333,37.31148580441641,200.26942857142856,46.957764705882354
2014-05-05,6.891891891891892,28.610296296296298,88.0934111675127,-0.2602739726027397,73.1290195205465,7.994016806722689,1.0,18.276484375,0.6714285714285714,95.19675,1.0,7.092,15.714620155038759,43.28960207612457,0.07436534636096212,23.183000000000003,22.81213961038961,127.68199999999999,39.57240909090909
2014-05-07,6.862068965517241,2.8818333333333332,60.58234838709677,-0.06896551724137931,73.21149495153715,9.314068181818183,1.0,30.44523456790123,0.41818181818181815,24.74066666666667,1.0,16.9835,12.856164572864321,43.00901677148847,0.06171392263226689,5.809,15.429552197802197,123.91794736842107,42.92642857142857
2014-05-08,6.875,6.3604705882352945,69.64490052356021,0.05128205128205128,85.17119692531352,15.497126984126984,1.0,12.576948717948717,0.5405405405405406,90.08436363636363,1.0,19.380583333333334,26.842937641723353,46.61515914489311,0.08453480142424451,11.354125,30.14281300813008,61.15272727272727,45.198
2014-05-09,6.75,7.1295714285714284,118.23745652173913,0.0967741935483871,85.50026971878262,6.901805194805195,1.0,36.967371428571425,0.45161290322580644,48.784,1.0,21.777666666666665,33.79640571428571,45.419037900874635,0.07457175211735835,24.8295,21.911261904761904,11.935,23.02988
2014-05-10,7.264705882352941,16.514454545454544,78.1987361111111,0.15151515151515152,94.09705714097544,9.309194444444445,1.0,12.229342105263157,0.6666666666666666,339.493,1.0,21.777666666666665,13.683079738562093,48.444343511450384,0.10195095763954069,12.933749999999998,28.112891304347826,19.600250000000003,38.68684210526315
2014-05-11,6.794117647058823,10.48150505050505,87.17719117647059,-0.14285714285714285,85.63383123376205,5.558547368421053,1.0,14.74546875,0.47058823529411764,3.403,1.0,21.777666666666665,13.868695501730103,48.69191634980989,0.051421806452067204,17.02052631578947,17.440066666666667,25.427125000000004,32.0545
2014-05-12,7.029411764705882,4.448555555555555,65.11352631578947,-0.17647058823529413,112.98419272720942,5.442713615023474,1.0,17.189793103448277,0.6470588235294118,61.368,1.0,21.777666666666665,12.9623112164297,47.38260459183673,0.07912875615398403,31.067,37.37935483870968,31.254,10.643
2014-05-13,7.115384615384615,9.96425,69.00331313131312,0.5384615384615384,100.55185918078129,5.26339263803681,1.0,28.366375,0.6538461538461539,2.008,1.0,21.777666666666665,14.81072911051213,51.69295290858725,0.10004932063919346,28.507444444444445,53.74439285714286,4.6930000000000005,3.0675
2014-05-14,6.666666666666667,6.0994,100.36981666666667,0.1,80.40013953253279,7.171,1.0,11.599421052631579,0.3448275862068966,2.0075000000000003,1.0,21.777666666666665,18.72683776595745,54.93872661870504,0.07070035014164416,25.94788888888889,66.05109523809524,4.6930000000000005,23.2
2014-05-15,6.421052631578948,9.8405,75.55991472868216,0.2631578947368421,132.67677112700233,39.219,1.0,11.1178125,0.3888888888888889,2.007,1.0,21.777666666666665,11.429071666666667,71.776912,0.1048866591650815,23.388333333333332,45.50173684210527,4.6930000000000005,27.098363636363636
2014-05-16,7.133333333333334,9.761000000000001,71.31014942528736,0.3333333333333333,76.42653572464744,47.52,1.0,10.1501875,0.9285714285714286,74.54683333333334,0.0,21.777666666666665,14.259354523227383,31.69339534883721,0.060226524793729475,20.828777777777777,44.504823529411766,4.6930000000000005,40.79818181818182
2014-05-17,7.071428571428571,28.1892,90.71947826086956,0.07692307692307693,111.19647753640511,55.821,1.0,8.806071428571428,0.6363636363636364,147.08666666666667,1.0,21.777666666666665,13.942696485623005,41.84524444444445,0.05748746347894027,18.26922222222222,64.95245454545454,4.6930000000000005,54.498
2014-05-18,6.8,9.324,108.80073636363636,-0.13333333333333333,146.10240845277275,64.122,1.0,10.970533333333332,0.5333333333333333,219.6265,1.0,21.777666666666665,13.347763636363636,58.61602173913044,0.04026745250652998,15.709666666666665,57.16,4.6930000000000005,71.86233333333332
2014-05-19,7.0,6.661444444444443,97.5774383561644,-0.14285714285714285,111.56961600303644,72.423,1.0,12.62875,0.6428571428571429,127.46941666666666,1.0,21.777666666666665,6.226812765957447,41.67023404255319,0.03070444211173229,13.150111111111109,75.116,4.6930000000000005,89.22666666666666
2014-05-20,7.0,3.998888888888888,117.07712500000001,-0.3333333333333333,158.47026278328715,80.724,1.0,9.746333333333334,0.75,35.312333333333335,1.0,21.777666666666665,9.535878594249201,40.96230188679245,0.0622726842550573,10.590555555555554,101.408,4.6930000000000005,106.591
2014-05-21,6.375,1.3363333333333334,131.97121666666666,-0.125,106.78019736471927,89.025,1.0,10.733529411764707,0.3333333333333333,27.36477777777778,1.0,21.777666666666665,8.697007662835249,38.88764705882353,0.0656642216435896,8.031,63.87288888888889,4.6930000000000005,80.13116666666666
2014-05-22,6.357142857142857,11.005666666666665,68.94005970149254,0.2857142857142857,80.39174999231878,97.32600000000001,1.0,11.94176923076923,0.5,19.41722222222222,1.0,21.777666666666665,11.012233766233766,34.69689873417721,0.06807231858599491,8.066,90.82325,4.6930000000000005,53.67133333333333
2014-05-23,6.25,17.10333333333333,178.78908510638297,-0.3125,100.0465723238651,105.62700000000001,1.0,11.331823529411764,0.1875,11.469666666666667,1.0,21.777666666666665,13.95076821192053,38.991186440677964,0.045989258693103684,10.9899,112.59700000000001,4.6930000000000005,27.2115
2014-05-24,7.066666666666666,23.201,71.99088333333334,-0.2857142857142857,108.98659893153183,113.928,1.0,45.316352941176476,0.7142857142857143,21.435499999999998,0.0,21.777666666666665,10.869593103448278,34.643502994011975,0.05484812860928393,13.913799999999998,81.967125,4.6930000000000005,40.60925
2014-05-25,7.083333333333333,12.12275,62.784045454545456,-0.3333333333333333,105.8667735761067,122.22900000000001,1.0,8.6792,0.8181818181818182,31.401333333333334,1.0,21.777666666666665,17.527088607594937,32.036655844155845,0.11161799512798,16.837699999999998,99.112,4.6930000000000005,72.582
2014-05-26,6.533333333333333,16.474,108.841425,0.2,155.46017582337936,130.53,1.0,14.709375,0.6666666666666666,41.36716666666666,1.0,21.777666666666665,8.410865168539326,35.4432700729927,0.047130543322799506,19.761599999999998,89.34772727272728,4.6930000000000005,69.03439393939394
2014-05-27,6.066666666666666,20.82525,69.29113483146068,-0.07142857142857142,118.53965469058467,87.6343125,1.0,12.842777777777778,0.23076923076923078,51.333,1.0,21.777666666666665,17.235175384615385,51.85212698412699,0.03474646215375994,16.3955,53.090857142857146,4.6930000000000005,65.48678787878788
2014-05-28,6.733333333333333,5.111,102.71929807692308,0.2,123.7526912279296,44.738625,1.0,21.8521,0.42857142857142855,35.11888888888889,1.0,21.777666666666665,21.65611616161616,41.719500000000004,0.09360788376648319,15.360083333333334,53.39709523809523,4.6930000000000005,61.93918181818182
2014-05-29,7.153846153846154,1.5995,68.51686206896552,-0.46153846153846156,72.36604544899681,44.738625,1.0,8.6946,0.8461538461538461,18.904777777777774,1.0,21.777666666666665,13.766212290502793,38.12736956521739,0.08779410671672247,15.360083333333334,68.369,4.6930000000000005,0.939
2014-05-30,6.866666666666666,13.992,62.15647272727272,-0.3333333333333333,90.6081666676771,44.738625,1.0,9.780100000000001,0.26666666666666666,2.6906666666666665,0.0,21.777666666666665,12.837153333333333,53.03379411764706,0.10905215376755495,15.360083333333334,37.17428571428571,4.6930000000000005,37.59457142857143
2014-05-31,7.0,12.092416666666667,78.57623636363635,-0.5,31.575518515374938,44.738625,0.0,7.019,1.0,2.6906666666666665,0.0,21.777666666666665,15.407463768115942,48.03815384615385,0.21251956201963162,15.360083333333334,31.85119047619047,4.6930000000000005,43.86975396825397
2014-06-01,6.833333333333333,10.192833333333335,94.996,-1.0,56.324955042828314,44.738625,1.0,11.581285714285714,0.6666666666666666,2.6906666666666665,0.0,21.777666666666665,12.162519083969466,115.4657,0.047362751785379936,15.360083333333334,26.528095238095233,4.6930000000000005,50.14493650793651
2014-06-02,6.75,8.29325,49.741812499999995,0.3333333333333333,124.12747222185132,44.738625,1.0,7.375666666666667,1.0,2.6906666666666665,0.0,21.777666666666665,11.834325,70.68531428571428,0.03904773900723554,15.360083333333334,21.205,4.6930000000000005,56.42011904761905
2014-06-03,7.8,2.5362,37.2825,0.4,91.81938027663968,44.738625,1.0,7.720999999999999,1.0,2.6906666666666665,1.0,21.777666666666665,11.526992700729926,50.47817948717949,0.0914769431418569,15.360083333333334,21.205,4.6930000000000005,62.69530158730159
2014-06-04,7.0,2.381466666666667,17.2345,0.5,93.2832499912807,44.738625,1.0,7.7548,1.0,2.6906666666666665,1.0,21.777666666666665,9.522432432432431,56.44332911392405,0.046384854695459055,15.360083333333334,21.205,4.6930000000000005,68.97048412698413
2014-06-05,7.0,2.2267333333333332,19.10711111111111,0.0,40.196423716464295,44.738625,1.0,9.472,1.0,2.6906666666666665,0.0,21.777666666666665,13.994216,25.914081081081083,0.15234272166247978,15.360083333333334,21.205,4.6930000000000005,75.24566666666668
2014-06-06,7.5,2.072,36.26605555555555,0.5,47.95319297857452,44.738625,1.0,9.1035,1.0,2.6906666666666665,0.0,21.777666666666665,6.568736111111111,38.88463636363636,0.1894759745721429,15.360083333333334,21.205,4.6930000000000005,75.24566666666668
2014-06-07,8.0,2.072,53.425,-1.0,128.61344184431928,44.738625,0.0,6.214,1.0,2.6906666666666665,1.0,21.777666666666665,125.68744999999998,27.257962962962964,0.08189323794216778,15.360083333333334,21.205,4.6930000000000005,75.24566666666668
2014-06-08,6.5,2.072,190.76,-1.5,161.59971421105527,44.738625,0.0,9.034500000000001,1.0,2.6906666666666665,0.0,21.777666666666665,19.521611111111113,187.7575,0.07951018024032033,15.360083333333334,21.205,4.6930000000000005,75.24566666666668
